Begin_Date,Begin_Month,Begin_Year,Event_Type,Deaths,Damage_Property,State,Total_Disaster
6/4/1999,Jun,1999,Tornado,0,0,IL,1
6/4/1999,Jun,1999,Tornado,0,0,IL,1
6/4/1999,Jun,1999,Tornado,0,0,IL,1
6/4/1999,Jun,1999,Tornado,0,0,IL,1
6/4/1999,Jun,1999,Tornado,0,0,IL,1
6/6/1999,Jun,1999,Tornado,0,0,IL,1
6/6/1999,Jun,1999,Tornado,0,0,IL,1
6/12/1999,Jun,1999,Tornado,0,0,IL,1
6/12/1999,Jun,1999,Tornado,0,0,IL,1
8/12/1999,Aug,1999,Tornado,0,20000,IL,1
8/12/1999,Aug,1999,Tornado,0,0,IL,1
4/20/2000,Apr,2000,Tornado,0,25000,IL,1
4/20/2000,Apr,2000,Tornado,0,0,IL,1
4/20/2000,Apr,2000,Tornado,0,0,IL,1
4/20/2000,Apr,2000,Tornado,0,0,IL,1
4/20/2000,Apr,2000,Tornado,0,0,IL,1
4/20/2000,Apr,2000,Tornado,0,0,IL,1
5/8/2000,May,2000,Tornado,0,0,IL,1
5/8/2000,May,2000,Tornado,0,275000,IL,1
5/8/2000,May,2000,Tornado,0,175000,IL,1
5/12/2000,May,2000,Tornado,0,0,IL,1
5/12/2000,May,2000,Tornado,0,0,IL,1
5/12/2000,May,2000,Tornado,0,0,IL,1
5/12/2000,May,2000,Tornado,0,200000,IL,1
5/12/2000,May,2000,Tornado,0,0,IL,1
5/12/2000,May,2000,Tornado,0,15000,IL,1
5/18/2000,May,2000,Tornado,0,0,IL,1
5/18/2000,May,2000,Tornado,0,0,IL,1
5/18/2000,May,2000,Tornado,0,0,IL,1
5/18/2000,May,2000,Tornado,0,0,IL,1
5/18/2000,May,2000,Tornado,0,15000,IL,1
5/18/2000,May,2000,Tornado,0,10000,IL,1
5/18/2000,May,2000,Tornado,0,0,IL,1
5/18/2000,May,2000,Tornado,0,5000,IL,1
5/18/2000,May,2000,Tornado,0,0,IL,1
5/18/2000,May,2000,Tornado,0,0,IL,1
5/18/2000,May,2000,Tornado,0,0,IL,1
5/18/2000,May,2000,Tornado,0,0,IL,1
5/18/2000,May,2000,Tornado,0,0,IL,1
5/18/2000,May,2000,Tornado,0,0,IL,1
5/18/2000,May,2000,Tornado,0,0,IL,1
5/18/2000,May,2000,Tornado,0,0,IL,1
5/18/2000,May,2000,Tornado,0,0,IL,1
5/18/2000,May,2000,Tornado,0,0,IL,1
5/18/2000,May,2000,Tornado,0,0,IL,1
5/18/2000,May,2000,Tornado,0,0,IL,1
5/18/2000,May,2000,Tornado,0,0,IL,1
5/18/2000,May,2000,Tornado,0,0,IL,1
5/26/2000,May,2000,Tornado,0,0,IL,1
5/26/2000,May,2000,Tornado,0,0,IL,1
5/26/2000,May,2000,Tornado,0,0,IL,1
5/26/2000,May,2000,Tornado,0,0,IL,1
5/26/2000,May,2000,Tornado,0,44000,IL,1
5/31/2000,May,2000,Tornado,0,0,IL,1
6/16/2000,Jun,2000,Tornado,0,0,IL,1
6/20/2000,Jun,2000,Tornado,0,75000,IL,1
6/20/2000,Jun,2000,Tornado,0,0,IL,1
6/20/2000,Jun,2000,Tornado,0,23000,IL,1
6/20/2000,Jun,2000,Tornado,0,1000,IL,1
6/20/2000,Jun,2000,Tornado,0,0,IL,1
6/20/2000,Jun,2000,Tornado,0,20000,IL,1
6/24/2000,Jun,2000,Tornado,0,0,IL,1
7/18/2000,Jul,2000,Tornado,0,0,IL,1
7/18/2000,Jul,2000,Tornado,0,0,IL,1
7/18/2000,Jul,2000,Tornado,0,0,IL,1
7/31/2000,Jul,2000,Tornado,0,0,IL,1
8/23/2000,Aug,2000,Tornado,0,7000,IL,1
9/11/2000,Sep,2000,Tornado,0,0,IL,1
10/5/2000,Oct,2000,Tornado,0,0,IL,1
4/9/2001,Apr,2001,Tornado,0,0,IL,1
